step_frequency_Hz_or_order,spatial_order_m,complex_real,complex_imag,coefficient_abs
-241.4898960627487,20.999999999999996,0.052878610862269255,-0.06965939813745341,0.0874561560760336
241.4898960627487,-20.999999999999996,0.05287861086226925,0.0696593981374534,0.08745615607603358
0.0,20.999999999999996,-0.028670400347974783,0.0330300845890163,0.04373760789150139
0.0,-20.999999999999996,-0.028670400347974783,-0.0330300845890163,0.04373760789150139
-241.4898960627487,56.999999999999986,-0.021528590770269074,0.031483636032504606,0.03814052383464256
241.4898960627487,-56.999999999999986,-0.021528590770269074,-0.0314836360325046,0.03814052383464255
-482.9797921254974,62.999999999999986,0.029162321309053812,0.005896933421041002,0.029752559686599817
482.9797921254974,-62.999999999999986,0.029162321309053805,-0.005896933421041003,0.02975255968659981
482.9797921254974,-20.999999999999996,0.012064960861066988,0.018266123448740085,0.02189096951767305
-482.9797921254974,20.999999999999996,0.012064960861066985,-0.018266123448740085,0.021890969517673046
0.0,-56.999999999999986,0.0117720218510561,0.015009025900399743,0.019074888123934375
0.0,56.999999999999986,0.011772021851056096,-0.015009025900399743,0.01907488812393437
241.4898960627487,50.999999999999986,-0.006349621450288793,-0.016615475449230428,0.017787403322743506
-241.4898960627487,-50.999999999999986,-0.006349621450288793,0.016615475449230428,0.017787403322743506
241.4898960627487,14.999999999999996,-0.0006736542921343196,0.017690477149857914,0.017703298898650386
-241.4898960627487,-14.999999999999996,-0.0006736542921343217,-0.017690477149857914,0.017703298898650386
241.4898960627487,20.999999999999996,-0.012329957119703172,0.012452895203598074,0.017524338547446373
-241.4898960627487,-20.999999999999996,-0.012329957119703175,-0.012452895203598068,0.01752433854744637
-241.4898960627487,92.99999999999999,0.011263644122805793,-0.012891891009338035,0.017119302927452052
241.4898960627487,-92.99999999999999,0.011263644122805795,0.012891891009338035,0.017119302927452052
-724.4696881882461,20.999999999999996,0.006212084127056202,-0.010897197627706426,0.012543480591084524
724.4696881882461,-20.999999999999996,0.006212084127056193,0.010897197627706428,0.012543480591084523
482.9797921254974,20.999999999999996,-0.008225534478582697,0.007284265604333136,0.010987262755246346
-482.9797921254974,-20.999999999999996,-0.008225534478582696,-0.007284265604333136,0.010987262755246344
482.9797921254974,-56.999999999999986,-0.004862137608471965,-0.008215412972323212,0.009546381116922473
-482.9797921254974,56.999999999999986,-0.0048621376084719645,0.008215412972323212,0.009546381116922473
-241.4898960627487,-86.99999999999999,0.001688601872229261,-0.0092821543537174,0.009434498700467928
241.4898960627487,86.99999999999999,0.0016886018722292618,0.009282154353717398,0.009434498700467926
0.0,-50.999999999999986,0.0037114436933260806,-0.008086612884406713,0.008897647005303289
0.0,50.999999999999986,0.0037114436933260806,0.008086612884406713,0.008897647005303289
0.0,-14.999999999999996,-0.00024651710111724606,0.008848360175459877,0.00885179351746343
0.0,14.999999999999996,-0.00024651710111724644,-0.008848360175459877,0.00885179351746343
-965.9595842509948,20.999999999999996,0.0038541028650994425,-0.007934888210784734,0.008821369497556391
965.9595842509948,-20.999999999999996,0.003854102865099444,0.007934888210784731,0.00882136949755639
0.0,92.99999999999999,-0.006040001006832189,0.00606843289182784,0.00856197932286407
0.0,-92.99999999999999,-0.00604000100683219,-0.006068432891827839,0.008561979322864068
724.4696881882461,20.999999999999996,-0.006345989396444089,0.004922199903522593,0.008031166372950982
-724.4696881882461,-20.999999999999996,-0.0063459893964440866,-0.004922199903522593,0.00803116637295098
-482.9797921254974,98.99999999999997,-0.007610996614335457,-0.0014006544850210395,0.007738804975565371
482.9797921254974,-98.99999999999997,-0.007610996614335456,0.0014006544850210403,0.00773880497556537
241.4898960627487,56.999999999999986,0.005098240380804821,-0.005692676968041188,0.007641899374038858
-241.4898960627487,-56.999999999999986,0.005098240380804824,0.0056926769680411835,0.007641899374038858
-241.4898960627487,-158.99999999999997,-0.00010197438284932388,0.007467772232336114,0.007468468443316059
241.4898960627487,158.99999999999997,-0.00010197438284932602,-0.007467772232336114,0.007468468443316059
241.4898960627487,-164.99999999999997,-0.006097353576062735,-0.0037177815254877834,0.007141401830367991
-241.4898960627487,164.99999999999997,-0.006097353576062733,0.003717781525487785,0.007141401830367991
-1207.4494803137436,20.999999999999996,0.002580548096285789,-0.006291394018730978,0.006800063762654593
1207.4494803137436,-20.999999999999996,0.0025805480962857877,0.006291394018730973,0.006800063762654587
965.9595842509948,20.999999999999996,-0.005260518189595129,0.0035401866261531995,0.0063408180048835335
-965.9595842509948,-20.999999999999996,-0.005260518189595128,-0.0035401866261531986,0.006340818004883532
-241.4898960627487,200.99999999999994,0.004280768352798731,-0.003948751250432945,0.005823883079880545
241.4898960627487,-200.99999999999994,0.004280768352798732,0.003948751250432942,0.005823883079880544
1448.9393763764922,-20.999999999999996,0.0017666246667671739,0.005284284139861042,0.005571770058430013
-1448.9393763764922,20.999999999999996,0.0017666246667671734,-0.005284284139861041,0.005571770058430012
482.9797921254974,44.99999999999999,0.005345718393671802,0.0015009825865200165,0.005552445755653751
-482.9797921254974,-44.99999999999999,0.005345718393671802,-0.0015009825865200165,0.005552445755653751
-1448.9393763764922,188.99999999999997,-0.00512394904175088,-0.00205201500056504,0.005519566952669721
1448.9393763764922,-188.99999999999997,-0.005123949041750881,0.0020520150005650397,0.00551956695266972
-724.4696881882461,56.999999999999986,-0.002472253765154814,0.0048792836432295615,0.005469867233343941
724.4696881882461,-56.999999999999986,-0.0024722537651548104,-0.0048792836432295615,0.005469867233343939
