product,source_a,time_frequency_a_Hz,time_order_a_n,spatial_order_a_m,source_b,time_frequency_b_Hz,time_order_b_n,spatial_order_b_m,contribution_real,contribution_imag,contribution_abs,stress,target_time_frequency_Hz,target_time_order_n,target_spatial_order_m,target_coeff_real,target_coeff_imag,target_coeff_abs,pair_rank,abs_fraction_of_target
Br*Br/(2mu0),Br,724.4696881882461,3.0,-20.999999999999996,Br,-482.9797921254974,-2.0,-20.999999999999996,-335.40266247842214,628.6145115306988,712.4964211170421,Fr,241.4898960627487,1.0,-41.99999999999999,-18249.75100590592,33778.28103719023,38393.04209886173,11,0.0185579569152757
Br*Br/(2mu0),Br,-482.9797921254974,-2.0,-20.999999999999996,Br,724.4696881882461,3.0,-20.999999999999996,-335.40266247842214,628.6145115306988,712.4964211170421,Fr,241.4898960627487,1.0,-41.99999999999999,-18249.75100590592,33778.28103719023,38393.04209886173,12,0.0185579569152757
Br*Br/(2mu0),Br,241.4898960627487,1.0,-20.999999999999996,Br,-241.4898960627487,-1.0,56.999999999999986,4974.604142392588,518.2504693996609,5001.5267591548945,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,1,0.19971284570078357
Br*Br/(2mu0),Br,-241.4898960627487,-1.0,56.999999999999986,Br,241.4898960627487,1.0,-20.999999999999996,4974.604142392588,518.2504693996614,5001.5267591548945,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,2,0.19971284570078357
Br*Br/(2mu0),Br,-241.4898960627487,-1.0,20.999999999999996,Br,241.4898960627487,1.0,14.999999999999996,2428.5651526102342,1440.380386749968,2823.583602269775,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,3,0.11274675582834412
Br*Br/(2mu0),Br,241.4898960627487,1.0,14.999999999999996,Br,-241.4898960627487,-1.0,20.999999999999996,2428.5651526102342,1440.3803867499678,2823.5836022697745,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,4,0.1127467558283441
-Btheta*Btheta/(2mu0),Btheta,241.4898960627487,1.0,-20.999999999999996,Btheta,-241.4898960627487,-1.0,56.999999999999986,1325.5749067078204,-65.70801847072266,1327.202462695423,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,5,0.052995693797063266
-Btheta*Btheta/(2mu0),Btheta,-241.4898960627487,-1.0,56.999999999999986,Btheta,241.4898960627487,1.0,-20.999999999999996,1325.5749067078204,-65.70801847072255,1327.202462695423,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,6,0.052995693797063266
Br*Br/(2mu0),Br,0.0,0.0,56.999999999999986,Br,0.0,0.0,-20.999999999999996,1244.2678700724819,129.54886702956355,1250.9937815366445,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,7,0.049952652479036797
Br*Br/(2mu0),Br,0.0,0.0,-20.999999999999996,Br,0.0,0.0,56.999999999999986,1244.2678700724819,129.54886702956355,1250.9937815366445,Fr,0.0,0.0,35.99999999999999,24626.434578157685,4551.939541013076,25043.59066941717,8,0.049952652479036797
