frequency_Hz,complex_real,complex_imag,coefficient_abs
-5795.757505505969,1.0684609670467275,-4.736951571734001e-15,1.0684609670467275
-5554.26760944322,-0.005709074768170718,-0.0004063458340991683,0.005723517418987496
-5312.777713380471,-0.005776303242348128,-0.0007407551698434625,0.005823606903733399
-5071.287817317722,-0.005846572281137768,-0.000983250726231131,0.0059286751833105625
-4829.797921254974,-0.47723907897592355,-1.2138337020678798,1.3042811793388733
-4588.308025192226,-0.005796220902809762,-0.001543916514598812,0.005998321011601477
-4346.818129129477,-0.0057831328394929125,-0.0018541604363216159,0.006073099403339429
-4105.328233066728,-0.005724384711325607,-0.002251723654496852,0.0061513282906604004
-3863.838337003979,-2.9262133676541753,-4.005166655699276,4.960250458692919
-3622.3484409412304,-0.005642424591959669,-0.0028631096201395243,0.0063272704994244335
-3380.8585448784816,-0.005595132361031597,-0.003376453346965545,0.006534978449979606
-3139.368648815733,-0.005568150649183784,-0.003911704689774757,0.006804831756333997
-2897.8787527529844,1.375599118974606,0.1739141772542702,1.3865493417739385
-2656.3888566902356,-0.005332755250792524,-0.0052428264693047694,0.007478335907947566
-2414.898960627487,-0.005247294759234874,-0.0059655090503416205,0.007944897766491496
-2173.4090645647384,-0.004975682511552431,-0.006692215789598797,0.008339254680744807
-1931.9191685019896,55.55023130125543,-14.309001342879046,57.36353996271057
-1690.4292724392408,-0.006036139619905821,-0.010351494054513775,0.011982838172638018
-1448.9393763764922,-0.00573603992567857,-0.012099336636612107,0.013390149404507874
-1207.4494803137436,-0.005681379007282102,-0.014921412262427984,0.01596642136891426
-965.9595842509948,-11.436423114122466,-3.3366852993861453,11.913238117001365
-724.4696881882461,-0.005686807214843004,-0.023879455292280555,0.024547263826235628
-482.9797921254974,-0.005511821967742908,-0.03649607041787897,0.0369099354828869
-241.4898960627487,-0.005446663043160532,-0.07358672068352626,0.07378801799249686
0.0,-9378.016348266277,0.0,9378.016348266277
241.4898960627487,-0.005446663043160523,0.07358672068352626,0.07378801799249686
482.9797921254974,-0.005511821967742905,0.03649607041787898,0.03690993548288691
724.4696881882461,-0.005686807214843018,0.023879455292280558,0.024547263826235635
965.9595842509948,-11.436423114122466,3.3366852993861444,11.913238117001363
1207.4494803137436,-0.00568137900728211,0.014921412262427979,0.015966421368914258
1448.9393763764922,-0.005736039925678571,0.012099336636612107,0.013390149404507874
1690.4292724392408,-0.006036139619905814,0.010351494054513778,0.011982838172638016
1931.9191685019896,55.55023130125543,14.309001342879052,57.36353996271057
2173.4090645647384,-0.004975682511552427,0.006692215789598794,0.0083392546807448
2414.898960627487,-0.005247294759234876,0.005965509050341622,0.007944897766491498
2656.3888566902356,-0.00533275525079252,0.005242826469304766,0.007478335907947561
2897.8787527529844,1.3755991189746055,-0.1739141772542704,1.386549341773938
3139.368648815733,-0.005568150649183782,0.00391170468977476,0.006804831756333997
3380.8585448784816,-0.0055951323610316,0.0033764533469655455,0.006534978449979608
3622.3484409412304,-0.005642424591959666,0.0028631096201395256,0.006327270499424432
3863.838337003979,-2.9262133676541753,4.005166655699276,4.960250458692919
4105.328233066728,-0.005724384711325606,0.0022517236544968462,0.006151328290660398
4346.818129129477,-0.005783132839492914,0.0018541604363216152,0.00607309940333943
4588.308025192226,-0.005796220902809762,0.0015439165145988108,0.005998321011601477
4829.797921254974,-0.47723907897592427,1.2138337020678804,1.3042811793388742
5071.287817317722,-0.005846572281137771,0.0009832507262311288,0.005928675183310565
5312.777713380471,-0.005776303242348128,0.0007407551698434597,0.005823606903733399
5554.26760944322,-0.005709074768170717,0.0004063458340991677,0.005723517418987494
